	mgm4472467.3	mgm4472464.3	mgm4472586.3	mgm4472682.3	mgm4473326.3	mgm4472580.3	mgm4472934.3	mgm4472473.3	mgm4472361.3	mgm4472337.3	mgm4472462.3	mgm4472428.3	mgm4472312.3	mgm4473666.3	mgm4472397.3	mgm4472419.3	mgm4478571.3	mgm4473472.3	mgm4472751.3	mgm4472353.3	mgm4472444.3	mgm4472495.3	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4478487.3	mgm4472255.3	mgm4472304.3	mgm4472484.3	mgm4472305.3
RuvABC_plus_a_hypothetical	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.463170594762732	0.610694265050441	0.507779166896239	0.548929469695728	0.573431744780318	0.612368379317489	0.544230036808851	0.545291065715366	0.540776701271901	0.599699902540834	0.53238294743834	0.587662039506148	0.58725692785214	0.559280749575924	0.569117197771719	0.455213720233848	0.509355440996949	0.521670837972111	0.546914628772815	0.564929868334468
CBSS-320372.3.peg.6046	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.461934801379681	0.609479429392681	0.516278729510825	0.549927369934102	0.571843120281872	0.612730323898679	0.536785690600448	0.536991175264554	0.55332476244235	0.590392041027221	0.533021787478435	0.577303354055723	0.568640942292256	0.561860162677148	0.580738880984775	0.442980015688065	0.497935188450301	0.516675062921285	0.533649281974003	0.553612932524883
Peptide_methionine_sulfoxide_reductase	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.455489979273279	0.60971123373942	0.49423492974847	0.552985970452134	0.574013255182577	0.602304416985769	0.54071382617386	0.542895762033929	0.563267947917879	0.558143705521684	0.559251581340369	0.566589750535108	0.585577425335409	0.56452938319198	0.569645989737601	0.450413394282255	0.50199798834452	0.513524134787787	0.544135482353687	0.561545334777623
CBSS-243265.1.peg.198	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.473475700071075	0.615209315221953	0.49668618235774	0.539007922380688	0.566111933541842	0.593577220348866	0.523061919655638	0.524937110344029	0.56400742176437	0.59538269793502	0.554045384769793	0.583149667437131	0.5893793760209	0.570683207833756	0.582433187115914	0.457992809394805	0.508037553467512	0.518593775321362	0.554899250459704	0.57433293949063
CBSS-393131.3.peg.612	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.465997141115325	0.60388686480492	0.489975338320636	0.532740228049208	0.558753543229296	0.58816598090762	0.519423639102325	0.521375811164888	0.553113589502845	0.588860192492593	0.548870731664779	0.577145679958075	0.583056430209754	0.563374161566035	0.574178378883549	0.453060706596785	0.503165342621999	0.513192683057734	0.550091513992629	0.56761820522478
Coenzyme_A_Biosynthesis	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.455919087111813	0.61073454036726	0.472980144437833	0.556734688256605	0.525971221165405	0.582986458322524	0.529974129731972	0.528509446491857	0.579296418498284	0.594437361446408	0.527689634392161	0.585690825033749	0.581517302127652	0.579718054007955	0.592419506603025	0.463850788127205	0.508504672920064	0.54137732141075	0.557371139247348	0.582733736682458
CBSS-296591.1.peg.2330	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.455255575992909	0.595512869968287	0.499059036299096	0.518998654937621	0.544472187302391	0.58905577591098	0.594811919712261	0.596325283626264	0.58154686658203	0.630869595529461	0.581701375753572	0.62067070513826	0.621421408175928	0.588110309556227	0.604880931316976	0.479624325272288	0.53634374920954	0.539254386154375	0.580198159299485	0.600452444703855
Nucleoside_Catabolism_cluster	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.45956784357766	0.605448853406963	0.467730060853544	0.545231471429971	0.514530153153243	0.595703069698716	0.556591205141728	0.568097868143899	0.556458653276525	0.623983367236406	0.556355683106462	0.61234266190875	0.625172315617667	0.599645085976674	0.629739608720159	0.480370523225015	0.542330832915581	0.569908755966691	0.591651189009848	0.602205654059541
CBSS-262719.3.peg.410	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.471523209280219	0.581471242086592	0.50891511499594	0.555116148486255	0.573410262290297	0.61804502690985	0.563709662262118	0.563799637636586	0.559710663504731	0.613449405877804	0.543778809435492	0.602358559265051	0.600028468839022	0.588110309556227	0.604596935011768	0.462951453164941	0.524485890958989	0.539655331305905	0.578709758498776	0.577531943925227
Deoxyribose_and_Deoxynucleoside_Catabolism	0.114043424721465	0.197433625789282	0.190843812658245	0.211649426713575	0.211716477760673	0.173278582855893	0.173585069151747	0.163819048402527	0.171037794485793	0.1894026963414	0.433571516938163	0.569886168861935	0.430326706937444	0.516933330542824	0.459651262984459	0.564829797089889	0.541323073838744	0.542579840265303	0.534291311239061	0.569705300302567	0.535500559602943	0.581197373115312	0.58954894197996	0.578178333921217	0.609458582860243	0.452898154753459	0.517492162914184	0.54884958958737	0.570036163561297	0.583745677163687
